index,signature
0,"靴里剑,三花,左轮手枪,手斧,鲨齿爪"
1,"舱底蠕虫,手斧,淬锋钢,火药角,双管霰弹枪"
2,"打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索"
3,"马龙鱼,救生圈,飞鱼,淬锋钢"
4,"火药角,双管霰弹枪,弹簧刀,葡萄弹,手斧"
5,"宠物石,鲨齿爪,迷你弯刀,刺刀,手斧"
6,"手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀"
7,"葡萄弹,淬锋钢,手斧,狼筅,左轮手枪"
8,"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢"
9,"靴里剑,三花,手斧,鲨齿爪,流星索"
10,"珊瑚,马龙鱼,弹簧刀,独角鲸,淬锋钢"
11,"靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢"
12,"手斧,流星索,弹簧刀,弯刀,淬锋钢"
13,"靴里剑,三花,手斧,独角鲸,鲨齿爪"
14,"舱底蠕虫,鲨齿爪,手斧,左轮手枪,刺刀"
15,"珊瑚,水母,雪怪蟹,毒须鲶,绵鳚,水草"
16,"淬锋钢,火药角,双管霰弹枪,弹簧刀,葡萄弹"
17,"葡萄弹,步枪,填弹杆,手雷"
18,"独角鲸,鲨齿爪,手斧,靴里剑,淬锋钢"
19,"舱底蠕虫,手斧,葡萄弹,弹簧刀,左轮手枪,淬锋钢"
20,"淬锋钢,步枪,填弹杆,手雷"
21,"绵鳚,步枪,填弹杆,手雷"
22,"宠物石,鲨齿爪,迷你弯刀,靴里剑,手斧"
23,"鲨齿爪,手斧,宠物石,淬锋钢,靴里剑"
24,"舱底蠕虫,鲨齿爪,葡萄弹,左轮手枪,淬锋钢"
25,"舱底蠕虫,鲨齿爪,手斧,左轮手枪,淬锋钢"
26,"打火机,绵鳚,珊瑚,火炮,燃烧响炮"
27,"手雷,填弹杆,步枪,靴里剑"
28,"舱底蠕虫,流星索,手斧,淬锋钢,弯刀"
29,"步枪,填弹杆,手雷,手斧"
30,"燃烧响炮,流星索,皮皮虾,迷幻蝠鲼,绵鳚,打火机"
31,"水母,迷幻蝠鲼,水草,淬锋钢,弯刀"
32,"靴里剑,手斧,弹簧刀,武士刀,淬锋钢"
33,"靴里剑,流星索,淬锋钢,手斧,葡萄弹,左轮手枪"
34,"手斧,弹簧刀,武士刀,刺刀,淬锋钢"
35,"水草,淬锋钢,马龙鱼,弹簧刀,左轮手枪"
36,"舱底蠕虫,手斧,弹簧刀,马龙鱼,淬锋钢"
37,"舱底蠕虫,手斧,淬锋钢,绵鳚,马龙鱼"
38,"鲨齿爪,左轮手枪,葡萄弹,手斧,靴里剑"
39,"鲨齿爪,左轮手枪,刺刀,手斧,靴里剑"
40,"手斧,靴里剑,葡萄弹,流星索,火药角,手雷"
41,"葡萄弹,火炮,打火机,绵鳚,燃烧响炮"
42,"打火机,火药角,火炮,绵鳚,燃烧响炮"
43,"沙滩充气球,淬锋钢,马龙鱼,弹簧刀"
44,"靴里剑,火炮,打火机,绵鳚,燃烧响炮"
45,"雪怪蟹,毒须鲶,绵鳚,水草,救生圈"
46,"救生圈,藏刃匕首,淬锋钢,马龙鱼"
47,"水草,绵鳚,毒须鲶,迷幻蝠鲼,皮皮虾,海螺壳"
48,"舱底蠕虫,手斧,弹簧刀,武士刀,淬锋钢"
49,"毒须鲶,海底热泉,绵鳚,打火机,燃烧响炮"
50,"燃烧响炮,葡萄弹,打火机,绵鳚,海底热泉"
51,"水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠"
52,"淬锋钢,飞鱼,水母,马龙鱼,水草"
53,"水草,沙滩充气球,绵鳚,毒须鲶,藏刃匕首"
54,"靴里剑,火药角,手雷,淬锋钢,手斧,葡萄弹"
55,"手斧,弹簧刀,独角鲸,沙滩充气球,淬锋钢"
56,"藏刃匕首,舱底蠕虫,毒须鲶,淬锋钢,沙滩充气球"
57,"燃烧响炮,流星索,皮皮虾,鹦鹉皮特,绵鳚,打火机"
58,"流星索,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特"
59,"珊瑚,打火机,绵鳚,海底热泉,燃烧响炮"
60,"打火机,绵鳚,海底热泉,海螺壳,燃烧响炮"
61,"救生圈,淬锋钢,火药角,步枪"
62,"救生圈,火药角,步枪,葡萄弹"
63,"狼筅,火药角,手雷,葡萄弹,手斧"
64,"狼筅,靴里剑,火药角,手雷,葡萄弹"
65,"舱底蠕虫,靴里剑,手斧,淬锋钢,葡萄弹,左轮手枪"
66,"手斧,左轮手枪,葡萄弹,鲨齿爪,迷你弯刀"
67,"手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑"
68,"皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,燃烧响炮"
69,"水草,珍珠,皮皮虾,迷幻蝠鲼,绵鳚,海螺壳"
70,"钓鱼竿,马龙鱼,飞鱼,淬锋钢"
71,"钓鱼竿,毒须鲶,绵鳚,水草,打火机"
72,"钓鱼竿,毒须鲶,绵鳚,打火机,燃烧响炮"
73,"马龙鱼,弹簧刀,飞鱼,淬锋钢,雪怪蟹"
74,"流星索,手斧,鲨齿爪,葡萄弹,靴里剑"
75,"救生圈,马龙鱼,水草,淬锋钢"
76,"舱底蠕虫,鲨齿爪,葡萄弹,手斧,左轮手枪"
77,"鲨齿爪,左轮手枪,流星索,葡萄弹,手斧"
78,"燃烧响炮,火炮,鹦鹉皮特,绵鳚,打火机"
